config,method,time_bin,distances_mean,distances_std,distances_sem,local_betweenness_mean,local_betweenness_std,local_betweenness_sem,cost_benefit_mean,cost_benefit_std,cost_benefit_sem,isolated_ratio_mean,isolated_ratio_std,isolated_ratio_sem
BA-localized,Adaptive Katz,0.222222,1.0,0.0,0.0,0.0021656268256532375,0.0012057514445548841,0.00012057514445548841,1.5614876302083338,1.054536063562821,0.10545360635628209,0.038431372549019585,0.04520738640647622,0.0045207386406476225
BA-localized,Adaptive Katz,0.232323,1.0,0.0,0.0,0.0021242167960034484,0.0008195920961279218,8.195920961279218e-05,1.6240661497790398,1.0997247966376928,0.10997247966376929,0.04039215686274508,0.046391831170293864,0.004639183117029386
BA-localized,Adaptive Katz,0.242424,1.0,0.0,0.0,0.0020324058019718784,0.0008838325756917762,8.838325756917763e-05,1.8030675899621214,1.3176790435138637,0.13176790435138636,0.043143196672608415,0.04767091848004615,0.004767091848004615
BA-localized,Adaptive Katz,0.252525,1.0,0.0,0.0,0.0020163905037263556,0.0008508181121867785,8.508181121867785e-05,1.913731751104799,1.3038146668030295,0.13038146668030295,0.046886512180629794,0.05117982205197588,0.005117982205197588
BA-localized,Adaptive Katz,0.262626,1.0,0.0,0.0,0.00205352160724915,0.0008625087940459463,8.625087940459463e-05,1.7994203756313134,1.529077750793818,0.1529077750793818,0.050083184789067106,0.052774138478046316,0.005277413847804632
BA-localized,Adaptive Katz,0.272727,1.0,0.0,0.0,0.0018160278712808099,0.0007324984912877186,7.324984912877186e-05,1.799324396306817,1.584012167000604,0.1584012167000604,0.05404634581105167,0.05499441251643716,0.005499441251643716
BA-localized,Adaptive Katz,0.282828,1.0,0.0,0.0,0.002081092986476235,0.0009444752422593647,9.444752422593646e-05,1.7881907946654052,1.4101056156134382,0.1410105615613438,0.05760942760942756,0.056703344277017155,0.005670334427701715
BA-localized,Adaptive Katz,0.292929,1.0,0.0,0.0,0.0018959861398069825,0.0007863535838954433,7.863535838954433e-05,1.7179339291351012,1.305301519095084,0.1305301519095084,0.061043771043770984,0.05920932161868088,0.005920932161868088
BA-localized,Adaptive Katz,0.30303,1.0,0.0,0.0,0.0018740112052626479,0.000830556094623355,8.305560946233551e-05,1.7305072206439396,1.2120341909953198,0.12120341909953199,0.06557338086749848,0.06218031158870437,0.006218031158870437
BA-localized,Adaptive Katz,0.313131,1.0,0.0,0.0,0.0018792273897337507,0.000824372023351052,8.24372023351052e-05,1.7306991792929296,1.361275730406007,0.1361275730406007,0.06958605664488011,0.06487247953468092,0.0064872479534680925
BA-localized,Adaptive Katz,0.323232,1.0,0.0,0.0,0.002020242672209302,0.001013369366121314,0.00010133693661213139,1.9054775291982315,1.4990559947665272,0.14990559947665272,0.07252327193503659,0.0663806034792749,0.006638060347927489
BA-localized,Adaptive Katz,0.333333,1.0,0.0,0.0,0.0018983772112470972,0.0007559264596609429,7.559264596609429e-05,1.9605696614583343,1.585365119229763,0.1585365119229763,0.07725490196078426,0.06912907243443431,0.006912907243443431
BA-localized,Adaptive Katz,0.343434,1.0,0.0,0.0,0.0019025301110330325,0.0007231958640442665,7.231958640442665e-05,2.0869744318181813,1.68176993619516,0.168176993619516,0.08165379283026335,0.07078363900597354,0.0070783639005973535
BA-localized,Adaptive Katz,0.353535,1.0,0.0,0.0,0.0020081390658935132,0.0009687608288708852,9.687608288708852e-05,1.9440612176452032,1.2367548619606754,0.12367548619606754,0.08617151911269552,0.07371211159148569,0.007371211159148569
BA-localized,Adaptive Katz,0.363636,1.0,0.0,0.0,0.002001865976571379,0.0009411385325344361,9.411385325344362e-05,2.0057759232954537,1.3494631449631278,0.13494631449631278,0.090837789661319,0.0771343575032013,0.00771343575032013
BA-localized,Adaptive Katz,0.373737,1.0,0.0,0.0,0.0019291363511566642,0.0007527296244858184,7.527296244858183e-05,1.923425662878789,1.3789433424119555,0.13789433424119554,0.09452168746286387,0.07919198279428057,0.007919198279428056
